sample_index,latitude,longitude,cluster_label
306100,32.001846,106.61315,0
307927,,,0
308217,,,0
309534,24.015537,110.02842,0
309611,23.184704,110.921,0
311286,52.341503,134.7401,0
312456,39.34112,109.446396,0
314247,33.32107,125.99428,0
316573,50.770473,107.86508,0
318535,28.42549,107.763794,0
320178,28.882532,109.975426,0
320431,28.694206,110.6519,0
320982,22.451773,113.39625,0
321141,18.487915,111.485855,0
321974,50.198475,134.90399,0
323658,,,0
323665,,,0
325110,29.540468,117.87142,0
325129,29.949179,118.748825,0
326052,15.471703,119.188225,0
326231,16.905483,119.51008,0
327999,17.80549,132.58646,0
329450,27.095314,109.64881,0
331801,,,0
333326,45.11241,125.37423,0
333614,42.642654,127.21866,0
333897,30.893452,112.043365,0
335348,15.53916,119.81622,0
338560,34.89472,126.23303,0
339324,25.358337,132.0687,0
339903,25.695242,108.6961,0
340077,23.919317,109.58417,0
341366,19.276222,132.20529,0
342966,48.803986,129.18657,0
344620,51.14209,108.55699,0
346551,51.88885,117.70364,0
347222,51.792206,128.3618,0
347848,50.53229,130.52425,0
349605,,,0
349983,16.374502,120.54023,0
351453,48.351624,105.40828,0
351641,43.13787,111.42796,0
351895,28.138552,121.0314,0
351971,28.003965,121.67166,0
352699,16.999859,121.061165,0
352898,21.673965,123.340256,0
354619,17.654417,130.58987,0
355279,30.713078,112.58688,0
359075,30.91671,114.126205,0
360141,44.0259,130.61261,0
360285,44.53474,131.54115,0
361136,31.286938,121.71544,0
361142,31.433392,122.10409,0
361628,16.400284,129.6656,0
362792,36.84147,134.892,0
363066,37.871563,134.56871,0
363334,47.805965,120.563255,0
363787,49.01669,121.24725,0
363882,48.93407,121.94466,0
364318,49.88468,123.47029,0
364468,50.737625,123.16425,0
364649,52.915318,129.74644,0
364700,53.352436,131.0701,0
364888,52.896057,132.0693,0
365668,27.659346,114.25527,0
366028,31.04577,116.56877,0
367270,31.850462,115.42322,0
367475,30.97657,115.52352,0
367651,30.518219,115.73172,0
368782,43.640003,109.353836,0
369030,33.875305,123.08323,0
370179,15.576749,108.55744,0
370506,43.84471,118.49691,0
371450,34.348827,125.17063,0
371562,34.24324,125.67333,0
371996,28.614376,128.35033,0
373211,34.020187,134.41193,0
374039,30.217237,109.21141,0
374723,43.277176,118.4452,0
375476,31.329567,109.68448,0
376070,16.612127,117.17772,0
376889,41.096706,124.62813,0
377549,27.093443,124.86493,0
378268,46.902775,115.48037,0
379062,28.905281,105.56339,0
379091,18.164024,110.01349,0
379990,30.98494,112.27825,0
380769,30.650953,112.16952,0
383515,16.279026,105.45617,0
385122,19.203054,118.58537,0
385444,15.797737,114.34524,0
386405,50.150875,113.84681,0
387875,19.547518,127.64613,0
388359,23.834421,126.66607,0
389213,36.649323,109.75733,0
390799,24.474375,111.291,0
392140,51.041836,109.45441,0
394194,19.535406,120.85512,0
394761,17.860523,121.302086,0
395125,20.858368,118.64142,0
395605,47.2534,112.51005,0
398960,,,0
399575,,,0
399708,,,0
400083,23.222548,105.110985,0
400567,40.061985,115.60679,0
400836,41.51696,116.28749,0
401710,46.842514,121.56327,0
402231,46.122772,120.322754,0
402950,36.367424,129.72269,0
404318,53.926388,119.27575,0
405081,41.542263,133.63245,0
405930,26.66049,120.6583,0
406028,26.003376,120.6623,0
406707,18.533203,120.7134,0
407227,19.856197,121.16223,0
407582,25.909075,123.291046,0
408243,42.656315,110.49524,0
408455,52.392723,121.49033,0
409269,26.50161,105.036804,0
